695.0037,613.6254,788.9859,932.663,766.6103,258.6013,593.1444,245.8204
894.1617,980.1204,698.2494,79.6023,280.7028,525.2653,904.813,928.3614
384.076,331.2334,55.2299,166.1254,638.3078,582.2224,795.6433,32.3395
711.6862,249.4946,553.734,204.9131,957.8513,434.2649,323.0274,708.5245
352.2169,863.8034,142.2525,792.0089,444.3924,759.3044,507.4435,259.8851
59.2918,309.1895,268.6949,601.2693,743.0444,839.0886,749.3521,705.3451
578.0573,732.0569,444.9192,44.8868,988.065,255.5412,310.4881,466.5351
126.3357,92.5845,511.7006,313.4835,115.0754,811.0065,230.3457,624.725
33.2857,71.3409,202.1731,454.4708,261.8057,512.5628,972.9608,409.5367
445.293,536.5405,738.3166,564.5158,922.1004,910.4221,17.2457,613.9436
432.1999,496.5256,202.1314,896.9562,422.9621,704.1499,562.2369,267.4443
480.8904,459.6615,661.4144,738.4012,729.4566,456.5182,349.5795,580.592
240.3621,229.1429,658.7011,779.2459,190.5739,252.6801,849.3439,740.6575
757.2538,251.8594,32.76,854.327,503.5006,59.0767,64.4652,786.7557
581.3126,888.7432,358.3134,161.1962,92.5161,139.1964,629.5699,706.165
108.324,674.7531,164.6575,379.5772,580.5718,662.7322,605.1486,813.6267
799.9445,320.454,823.4905,614.6819,182.0356,716.1069,581.9653,673.4841
750.3968,813.6987,890.3477,747.0361,334.465,362.485,645.3954,392.3093
338.6056,442.2278,46.1381,605.6854,65.4519,190.9984,49.6502,484.9178
500.8112,255.0355,899.3156,355.0379,232.7099,505.196,274.6394,845.1589
122.7421,793.7995,683.1303,68.0336,583.7631,325.7811,515.6294,527.8386
325.8556,565.5239,878.2255,699.018,860.6409,24.8938,461.3151,602.2365
268.3963,80.0736,780.8864,432.8348,605.6246,555.9899,509.8583,139.5954
903.8689,930.255,756.015,500.8746,36.1236,433.5798,57.1715,869.0093
847.3131,737.6813,182.8864,676.4797,772.5774,920.1873,841.8081,735.0356
310.6975,569.5622,505.6029,542.1269,379.4443,573.3122,250.1532,893.6729
437.5449,266.8342,651.7954,244.102,516.8748,758.3916,984.6266,71.218
897.2076,262.7081,641.042,515.5376,104.3292,426.9664,7.662,892.9336
745.2706,372.844,29.7416,571.8359,118.0703,658.3256,7.8897,667.3984
97.8191,862.6766,415.476,475.1887,836.6394,470.2997,531.7405,881.6484
891.0999,210.7721,977.5727,819.6115,177.6371,370.3062,719.5364,466.8952
812.0292,557.2144,387.2058,990.5038,550.095,42.291,663.242,776.2935
576.369,460.8212,42.174,97.4465,811.9997,413.7521,791.5879,240.194
835.6338,946.2491,100.64,13.107,890.2011,194.839,593.9864,638.5813
64.8417,256.4938,795.1043,793.4516,128.5694,117.7052,904.848,182.1777
882.1876,548.6679,428.6256,740.2355,230.549,303.2314,701.6098,52.4446
740.7899,265.7786,521.1134,675.5972,841.1193,791.2677,794.2142,8.4699
764.0078,190.5785,500.8594,35.159,713.1569,775.9328,653.2574,470.8029
390.4233,582.3802,526.3298,2.2974,146.2214,111.2017,663.9858,117.4874
266.852,679.3329,161.3255,742.1678,981.32,99.5171,471.427,473.7284
877.5268,503.7088,641.8239,163.9492,589.1423,32.8361,405.3889,967.0273
6.0021,840.8574,409.9076,440.7557,871.3039,906.4245,564.1677,918.107
970.6219,420.9793,802.2738,519.5079,761.0948,510.0169,194.487,480.0513
595.922,419.2837,608.2012,138.9839,561.7044,660.5765,278.1068,485.9259
176.2926,863.6991,836.3193,883.9311,672.4168,618.78,255.5196,778.7195
866.3676,732.2255,462.1946,654.695,932.8994,846.5392,418.3427,42.0176
104.7164,90.5217,633.0465,397.0471,489.6869,227.6887,185.2577,92.3244
598.3818,461.068,136.6284,291.4592,51.0594,285.1566,381.1616,967.4862
593.8618,470.8737,906.404,244.4115,130.3702,599.1105,133.4456,981.5199
689.1698,390.8945,430.9648,138.9155,407.2614,513.0576,363.167,140.7846
722.6756,490.8516,884.9114,804.1761,864.7032,330.1123,215.4733,679.7954
531.9821,137.7121,99.9556,452.1175,988.7909,445.2484,917.3896,488.1579
477.113,783.8062,358.0195,84.2799,974.8084,735.1163,254.8705,454.6352
958.5643,622.3476,601.3832,807.954,594.9624,374.7623,78.9747,14.0258
983.4887,152.9003,487.9416,561.7194,484.6943,865.286,627.7412,729.6968
830.1305,972.9981,942.156,710.4643,6.817,477.8612,385.6903,552.2323
129.9503,967.0395,171.1827,679.287,189.9451,752.3181,564.884,825.2263
113.7663,223.262,291.0266,314.763,114.6374,727.2669,724.7132,209.7135
233.3539,118.8358,744.2646,920.4728,405.4716,755.991,841.5848,815.0711
795.4678,754.1067,375.0221,203.8676,420.1675,115.4662,274.5709,718.6397
789.64,490.3174,715.9525,375.429,685.9441,970.525,505.1384,345.4632
486.4431,407.9318,669.9122,131.9242,655.2702,796.9122,890.0951,514.9722
283.9227,459.7431,26.3524,581.9076,912.8888,134.5151,195.8473,220.56
